Show_ID,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
s1322,TV Show,Title 1322,James Lewis,"Tom Holland, Zendaya",France,5-Jan-2019,2001,TV-PG,3 Seasons,"Horror, Romance","A horror, romance tv show available on Netflix."
s1323,Movie,Title 1323,Sara Davis,"Scarlett Johansson, Tom Holland",France,22-Jul-2020,2008,TV-PG,135 min,"Thriller, Documentary","A thriller, documentary movie available on Netflix."
s1324,Movie,Title 1324,James Lewis,"Robert De Niro, Aamir Khan, Emma Stone",France,7-Mar-2019,2002,R,63 min,"Horror, Romance, Adventure","A horror, romance, adventure movie available on Netflix."
s1325,Movie,Title 1325,Michael Brown,"Millie Bobby Brown, Scarlett Johansson, Emma Stone, Zendaya",France,5-Jun-2020,2009,R,125 min,"Horror, Action, Crime","A horror, action, crime movie available on Netflix."
s1326,Movie,Title 1326,Rachel Adams,"Tom Holland, Scarlett Johansson, Aamir Khan, Alia Bhatt",India,6-Nov-2021,2013,PG,163 min,"Crime, Documentary, Action","A crime, documentary, action movie available on Netflix."
s1327,Movie,Title 1327,Ava Johnson,"Alia Bhatt, Robert De Niro, Tom Holland",United States,10-Nov-2024,2021,R,178 min,"Crime, Romance, Comedy","A crime, romance, comedy movie available on Netflix."
s1328,TV Show,Title 1328,John Smith,"Emma Stone, Chris Evans, Ryan Reynolds",Spain,2-Mar-2016,1992,TV-14,5 Seasons,"Comedy, Documentary","A comedy, documentary tv show available on Netflix."
s1329,Movie,Title 1329,John Smith,"Aamir Khan, Alia Bhatt, Millie Bobby Brown, Zendaya",Germany,7-Jun-2015,2020,R,160 min,"Action, Adventure, Drama","A action, adventure, drama movie available on Netflix."
s1330,TV Show,Title 1330,Rachel Adams,"Emma Stone, Millie Bobby Brown, Zendaya, Chris Evans",Japan,19-Aug-2017,1993,PG,6 Seasons,Romance,A romance tv show available on Netflix.
s1331,Movie,Title 1331,Rachel Adams,"Millie Bobby Brown, Chris Evans, Robert De Niro, Aamir Khan",Canada,5-Jul-2022,2000,R,81 min,Crime,A crime movie available on Netflix.
s1332,TV Show,Title 1332,Ava Johnson,"Millie Bobby Brown, Tom Holland, Aamir Khan",United Kingdom,14-Jul-2021,2014,G,7 Seasons,"Crime, Thriller, Romance","A crime, thriller, romance tv show available on Netflix."
s1333,Movie,Title 1333,John Smith,"Ryan Reynolds, Aamir Khan, Tom Holland",United Kingdom,2-Sep-2023,1991,G,75 min,Crime,A crime movie available on Netflix.
s1334,Movie,Title 1334,Michael Brown,"Millie Bobby Brown, Alia Bhatt, Ryan Reynolds, Aamir Khan",India,14-Jul-2019,2000,G,129 min,"Romance, Drama, Documentary","A romance, drama, documentary movie available on Netflix."
s1335,Movie,Title 1335,Sara Davis,"Zendaya, Millie Bobby Brown, Aamir Khan, Emma Stone",United States,7-Dec-2017,2024,G,64 min,"Documentary, Horror","A documentary, horror movie available on Netflix."
s1336,Movie,Title 1336,Rachel Adams,"Millie Bobby Brown, Zendaya, Tom Holland",South Korea,11-Jul-2021,2005,TV-14,167 min,"Action, Sci-Fi, Romance","A action, sci-fi, romance movie available on Netflix."
s1337,Movie,Title 1337,Ava Johnson,"Aamir Khan, Chris Evans, Millie Bobby Brown",Japan,3-Jun-2023,2008,G,99 min,"Thriller, Horror, Adventure","A thriller, horror, adventure movie available on Netflix."
s1338,TV Show,Title 1338,Michael Brown,"Millie Bobby Brown, Emma Stone",Canada,24-May-2022,2010,PG-13,1 Seasons,"Adventure, Thriller, Comedy","A adventure, thriller, comedy tv show available on Netflix."
s1339,TV Show,Title 1339,James Lewis,"Robert De Niro, Millie Bobby Brown, Emma Stone",Mexico,7-Dec-2016,2009,R,4 Seasons,"Adventure, Drama, Comedy","A adventure, drama, comedy tv show available on Netflix."
s1340,Movie,Title 1340,John Smith,"Emma Stone, Ryan Reynolds, Robert De Niro",Japan,20-Mar-2018,2017,PG-13,161 min,"Sci-Fi, Horror","A sci-fi, horror movie available on Netflix."
s1341,Movie,Title 1341,Rachel Adams,"Tom Holland, Robert De Niro",France,14-Apr-2022,1996,PG,142 min,"Documentary, Comedy, Horror","A documentary, comedy, horror movie available on Netflix."
s1342,Movie,Title 1342,Sara Davis,"Chris Evans, Robert De Niro, Millie Bobby Brown",United Kingdom,20-Jan-2015,1999,TV-14,100 min,Adventure,A adventure movie available on Netflix.
s1343,TV Show,Title 1343,David Wilson,"Tom Holland, Ryan Reynolds",United States,17-Apr-2020,2010,PG-13,3 Seasons,Adventure,A adventure tv show available on Netflix.
s1344,Movie,Title 1344,David Wilson,"Ryan Reynolds, Tom Holland",South Korea,7-Dec-2018,2017,TV-14,117 min,"Crime, Adventure, Drama","A crime, adventure, drama movie available on Netflix."
s1345,TV Show,Title 1345,Michael Brown,"Millie Bobby Brown, Chris Evans, Zendaya, Robert De Niro",Spain,27-Mar-2023,2022,TV-PG,8 Seasons,"Adventure, Documentary","A adventure, documentary tv show available on Netflix."
s1346,TV Show,Title 1346,Sara Davis,"Chris Evans, Emma Stone, Alia Bhatt, Robert De Niro",Germany,2-Oct-2017,2021,G,4 Seasons,"Romance, Comedy, Action","A romance, comedy, action tv show available on Netflix."
s1347,Movie,Title 1347,Ava Johnson,"Scarlett Johansson, Robert De Niro, Tom Holland, Ryan Reynolds",United Kingdom,19-Jul-2023,2002,PG-13,124 min,Action,A action movie available on Netflix.
s1348,TV Show,Title 1348,Ava Johnson,"Aamir Khan, Robert De Niro",South Korea,6-Dec-2018,2009,G,5 Seasons,"Comedy, Thriller, Drama","A comedy, thriller, drama tv show available on Netflix."
s1349,TV Show,Title 1349,James Lewis,"Alia Bhatt, Aamir Khan, Emma Stone, Tom Holland",India,21-Feb-2016,2002,PG,5 Seasons,"Drama, Romance","A drama, romance tv show available on Netflix."
s1350,Movie,Title 1350,Michael Brown,"Alia Bhatt, Aamir Khan, Tom Holland",France,16-Mar-2016,1996,TV-PG,165 min,"Horror, Thriller","A horror, thriller movie available on Netflix."
s1351,Movie,Title 1351,Rachel Adams,"Alia Bhatt, Robert De Niro, Millie Bobby Brown, Scarlett Johansson",France,1-Apr-2023,2004,TV-14,99 min,Crime,A crime movie available on Netflix.
s1352,Movie,Title 1352,James Lewis,"Tom Holland, Ryan Reynolds, Alia Bhatt, Aamir Khan",South Korea,13-Jul-2019,1991,TV-PG,166 min,"Thriller, Adventure, Comedy","A thriller, adventure, comedy movie available on Netflix."
s1353,TV Show,Title 1353,Emily Clark,"Millie Bobby Brown, Ryan Reynolds",Japan,5-Oct-2017,2002,G,4 Seasons,"Documentary, Crime, Horror","A documentary, crime, horror tv show available on Netflix."
s1354,TV Show,Title 1354,Rachel Adams,"Robert De Niro, Tom Holland, Aamir Khan",Mexico,20-Jul-2022,2013,TV-PG,4 Seasons,"Sci-Fi, Thriller","A sci-fi, thriller tv show available on Netflix."
s1355,TV Show,Title 1355,Michael Brown,"Robert De Niro, Millie Bobby Brown, Aamir Khan",United Kingdom,20-Mar-2023,1998,TV-PG,8 Seasons,"Thriller, Horror","A thriller, horror tv show available on Netflix."
s1356,TV Show,Title 1356,James Lewis,"Millie Bobby Brown, Chris Evans, Zendaya, Alia Bhatt",Germany,1-May-2021,2013,G,2 Seasons,"Action, Crime, Drama","A action, crime, drama tv show available on Netflix."
s1357,Movie,Title 1357,Emily Clark,"Alia Bhatt, Ryan Reynolds, Millie Bobby Brown",Canada,18-Nov-2020,1993,TV-PG,133 min,Action,A action movie available on Netflix.
s1358,Movie,Title 1358,James Lewis,"Scarlett Johansson, Millie Bobby Brown, Emma Stone, Zendaya",India,25-May-2022,2011,TV-PG,177 min,Sci-Fi,A sci-fi movie available on Netflix.
s1359,Movie,Title 1359,Ava Johnson,"Aamir Khan, Scarlett Johansson",United Kingdom,11-Sep-2022,2020,TV-14,131 min,"Horror, Adventure, Thriller","A horror, adventure, thriller movie available on Netflix."
s1360,TV Show,Title 1360,Michael Brown,"Chris Evans, Emma Stone, Robert De Niro, Scarlett Johansson",Japan,6-Mar-2021,2006,TV-MA,8 Seasons,"Action, Adventure","A action, adventure tv show available on Netflix."
s1361,TV Show,Title 1361,James Lewis,"Alia Bhatt, Millie Bobby Brown, Aamir Khan, Tom Holland",South Korea,21-Oct-2016,2015,TV-14,6 Seasons,"Horror, Sci-Fi, Thriller","A horror, sci-fi, thriller tv show available on Netflix."
s1362,Movie,Title 1362,John Smith,"Ryan Reynolds, Alia Bhatt, Chris Evans, Millie Bobby Brown",United States,27-Oct-2016,1992,R,96 min,"Comedy, Romance","A comedy, romance movie available on Netflix."
s1363,Movie,Title 1363,John Smith,"Ryan Reynolds, Aamir Khan, Alia Bhatt, Robert De Niro",United States,28-Sep-2015,1991,G,166 min,"Comedy, Crime","A comedy, crime movie available on Netflix."
s1364,TV Show,Title 1364,John Smith,"Zendaya, Emma Stone",Spain,4-Dec-2018,2001,PG,4 Seasons,Romance,A romance tv show available on Netflix.
s1365,Movie,Title 1365,Michael Brown,"Tom Holland, Zendaya, Millie Bobby Brown, Scarlett Johansson",United States,1-Sep-2019,1999,G,130 min,Adventure,A adventure movie available on Netflix.
s1366,Movie,Title 1366,James Lewis,"Emma Stone, Ryan Reynolds, Robert De Niro",Mexico,15-Aug-2019,1999,R,111 min,"Documentary, Sci-Fi, Drama","A documentary, sci-fi, drama movie available on Netflix."
s1367,TV Show,Title 1367,John Smith,"Millie Bobby Brown, Ryan Reynolds, Robert De Niro",Canada,27-Jun-2015,2009,R,6 Seasons,"Action, Drama, Crime","A action, drama, crime tv show available on Netflix."
s1368,TV Show,Title 1368,Michael Brown,"Ryan Reynolds, Zendaya, Millie Bobby Brown, Chris Evans",United States,21-Aug-2018,1992,TV-14,5 Seasons,Thriller,A thriller tv show available on Netflix.
s1369,Movie,Title 1369,David Wilson,"Emma Stone, Chris Evans, Robert De Niro",France,23-Aug-2019,2023,PG,85 min,"Crime, Documentary","A crime, documentary movie available on Netflix."
s1370,Movie,Title 1370,Ava Johnson,"Emma Stone, Millie Bobby Brown, Chris Evans",Mexico,3-Aug-2023,1995,TV-14,129 min,"Horror, Action","A horror, action movie available on Netflix."
s1371,TV Show,Title 1371,James Lewis,"Alia Bhatt, Aamir Khan, Ryan Reynolds",Japan,11-Jun-2016,2023,PG,5 Seasons,Adventure,A adventure tv show available on Netflix.
s1372,TV Show,Title 1372,John Smith,"Aamir Khan, Zendaya",Mexico,18-Apr-2023,2014,TV-14,4 Seasons,Action,A action tv show available on Netflix.
s1373,TV Show,Title 1373,James Lewis,"Robert De Niro, Zendaya, Alia Bhatt, Aamir Khan",India,9-Feb-2016,1995,TV-PG,5 Seasons,Crime,A crime tv show available on Netflix.
s1374,TV Show,Title 1374,Sara Davis,"Alia Bhatt, Zendaya",India,7-Mar-2022,1997,TV-MA,4 Seasons,"Romance, Drama, Sci-Fi","A romance, drama, sci-fi tv show available on Netflix."
s1375,Movie,Title 1375,Ava Johnson,"Scarlett Johansson, Emma Stone, Aamir Khan, Tom Holland",Japan,6-Aug-2016,2022,G,160 min,"Drama, Sci-Fi, Romance","A drama, sci-fi, romance movie available on Netflix."
s1376,TV Show,Title 1376,Emily Clark,"Emma Stone, Ryan Reynolds, Zendaya",Mexico,18-May-2015,1995,R,4 Seasons,"Thriller, Sci-Fi","A thriller, sci-fi tv show available on Netflix."
s1377,TV Show,Title 1377,Ava Johnson,"Zendaya, Ryan Reynolds, Millie Bobby Brown, Scarlett Johansson",Spain,3-Sep-2016,2014,TV-14,7 Seasons,"Comedy, Action, Thriller","A comedy, action, thriller tv show available on Netflix."
s1378,Movie,Title 1378,Emily Clark,"Alia Bhatt, Emma Stone, Scarlett Johansson, Chris Evans",United Kingdom,26-Jan-2024,2000,TV-PG,157 min,Drama,A drama movie available on Netflix.
s1379,Movie,Title 1379,Rachel Adams,"Aamir Khan, Emma Stone",Mexico,6-Mar-2015,1994,TV-PG,124 min,"Sci-Fi, Thriller","A sci-fi, thriller movie available on Netflix."
s1380,TV Show,Title 1380,Ava Johnson,"Ryan Reynolds, Aamir Khan, Millie Bobby Brown",United States,28-Mar-2015,2016,PG,7 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s1381,Movie,Title 1381,Michael Brown,"Tom Holland, Alia Bhatt, Millie Bobby Brown, Zendaya",Spain,11-Mar-2022,2020,PG,140 min,"Comedy, Romance","A comedy, romance movie available on Netflix."
s1382,TV Show,Title 1382,Sara Davis,"Chris Evans, Millie Bobby Brown, Ryan Reynolds",Canada,15-Mar-2024,2020,TV-PG,8 Seasons,"Crime, Comedy, Sci-Fi","A crime, comedy, sci-fi tv show available on Netflix."
s1383,Movie,Title 1383,Emily Clark,"Zendaya, Aamir Khan, Emma Stone, Alia Bhatt",India,11-Jun-2017,2007,G,71 min,Thriller,A thriller movie available on Netflix.
s1384,Movie,Title 1384,Ava Johnson,"Aamir Khan, Zendaya, Emma Stone, Scarlett Johansson",Japan,25-Mar-2023,2015,PG-13,137 min,"Sci-Fi, Drama, Crime","A sci-fi, drama, crime movie available on Netflix."
s1385,Movie,Title 1385,Rachel Adams,"Alia Bhatt, Scarlett Johansson, Tom Holland",Spain,7-Jan-2018,2005,TV-PG,86 min,"Romance, Drama, Documentary","A romance, drama, documentary movie available on Netflix."
s1386,TV Show,Title 1386,Ava Johnson,"Chris Evans, Scarlett Johansson",United Kingdom,26-May-2024,2024,TV-PG,8 Seasons,"Horror, Action","A horror, action tv show available on Netflix."
s1387,Movie,Title 1387,David Wilson,"Millie Bobby Brown, Tom Holland, Robert De Niro, Emma Stone",Spain,24-May-2017,2010,TV-PG,77 min,Horror,A horror movie available on Netflix.
s1388,Movie,Title 1388,Sara Davis,"Millie Bobby Brown, Robert De Niro",South Korea,10-Jan-2023,2019,PG,159 min,"Thriller, Sci-Fi","A thriller, sci-fi movie available on Netflix."
s1389,TV Show,Title 1389,John Smith,"Zendaya, Robert De Niro",France,11-Aug-2023,2010,PG,5 Seasons,Adventure,A adventure tv show available on Netflix.
s1390,Movie,Title 1390,Ava Johnson,"Emma Stone, Zendaya, Tom Holland",France,16-Feb-2023,2020,PG-13,100 min,"Sci-Fi, Romance, Documentary","A sci-fi, romance, documentary movie available on Netflix."
s1391,Movie,Title 1391,Ava Johnson,"Scarlett Johansson, Ryan Reynolds, Aamir Khan",Canada,26-Dec-2016,1993,TV-PG,134 min,"Drama, Comedy","A drama, comedy movie available on Netflix."
s1392,Movie,Title 1392,David Wilson,"Tom Holland, Alia Bhatt, Aamir Khan, Ryan Reynolds",France,5-Oct-2024,1996,G,116 min,Horror,A horror movie available on Netflix.
s1393,TV Show,Title 1393,Ava Johnson,"Tom Holland, Millie Bobby Brown, Robert De Niro, Scarlett Johansson",Mexico,17-Mar-2015,2017,PG,1 Seasons,"Horror, Comedy","A horror, comedy tv show available on Netflix."
s1394,TV Show,Title 1394,Emily Clark,"Chris Evans, Aamir Khan",India,8-Feb-2015,2004,G,4 Seasons,"Thriller, Adventure, Documentary","A thriller, adventure, documentary tv show available on Netflix."
s1395,TV Show,Title 1395,Emily Clark,"Emma Stone, Robert De Niro, Alia Bhatt, Millie Bobby Brown",United Kingdom,25-Jan-2016,2024,TV-MA,2 Seasons,"Adventure, Action, Crime","A adventure, action, crime tv show available on Netflix."
s1396,Movie,Title 1396,Michael Brown,"Chris Evans, Alia Bhatt, Scarlett Johansson",United Kingdom,15-Nov-2022,2002,PG-13,65 min,"Documentary, Action","A documentary, action movie available on Netflix."
s1397,Movie,Title 1397,Sara Davis,"Tom Holland, Millie Bobby Brown, Ryan Reynolds, Aamir Khan",United States,18-Jan-2021,1993,TV-14,94 min,"Drama, Adventure, Sci-Fi","A drama, adventure, sci-fi movie available on Netflix."
s1398,TV Show,Title 1398,Michael Brown,"Zendaya, Aamir Khan",United States,9-Oct-2022,1994,R,2 Seasons,"Sci-Fi, Thriller","A sci-fi, thriller tv show available on Netflix."
s1399,Movie,Title 1399,David Wilson,"Alia Bhatt, Scarlett Johansson, Robert De Niro, Chris Evans",India,20-Jul-2020,1990,PG-13,143 min,"Comedy, Romance","A comedy, romance movie available on Netflix."
s1400,TV Show,Title 1400,John Smith,"Emma Stone, Aamir Khan",France,5-Apr-2019,2003,TV-PG,1 Seasons,"Drama, Adventure, Crime","A drama, adventure, crime tv show available on Netflix."
s1401,TV Show,Title 1401,David Wilson,"Emma Stone, Zendaya, Scarlett Johansson",Mexico,14-Oct-2021,2015,R,5 Seasons,"Sci-Fi, Romance, Action","A sci-fi, romance, action tv show available on Netflix."
s1402,TV Show,Title 1402,Michael Brown,"Chris Evans, Emma Stone, Robert De Niro, Millie Bobby Brown",India,17-Feb-2016,2003,PG-13,5 Seasons,"Drama, Documentary","A drama, documentary tv show available on Netflix."
s1403,TV Show,Title 1403,John Smith,"Emma Stone, Robert De Niro, Alia Bhatt, Zendaya",Mexico,6-Nov-2020,1997,TV-14,2 Seasons,"Romance, Adventure","A romance, adventure tv show available on Netflix."
s1404,Movie,Title 1404,Rachel Adams,"Alia Bhatt, Ryan Reynolds, Emma Stone",India,13-Apr-2020,2009,R,125 min,"Crime, Horror","A crime, horror movie available on Netflix."
s1405,Movie,Title 1405,Michael Brown,"Scarlett Johansson, Zendaya, Millie Bobby Brown, Robert De Niro",Germany,27-Jul-2020,2004,PG-13,69 min,"Romance, Adventure, Thriller","A romance, adventure, thriller movie available on Netflix."
s1406,TV Show,Title 1406,David Wilson,"Emma Stone, Tom Holland, Aamir Khan, Chris Evans",Japan,14-Aug-2024,1997,G,6 Seasons,Drama,A drama tv show available on Netflix.
s1407,TV Show,Title 1407,John Smith,"Aamir Khan, Zendaya, Scarlett Johansson",Spain,3-Sep-2023,1991,R,7 Seasons,"Romance, Documentary","A romance, documentary tv show available on Netflix."
s1408,TV Show,Title 1408,James Lewis,"Chris Evans, Alia Bhatt",India,11-Jul-2021,2008,TV-PG,6 Seasons,"Thriller, Comedy, Sci-Fi","A thriller, comedy, sci-fi tv show available on Netflix."
s1409,TV Show,Title 1409,Rachel Adams,"Emma Stone, Scarlett Johansson",Canada,20-Feb-2015,1999,PG,5 Seasons,"Romance, Horror, Thriller","A romance, horror, thriller tv show available on Netflix."
s1410,Movie,Title 1410,Michael Brown,"Tom Holland, Alia Bhatt, Chris Evans, Zendaya",India,3-Aug-2023,2021,G,165 min,"Horror, Adventure","A horror, adventure movie available on Netflix."
s1411,TV Show,Title 1411,Ava Johnson,"Scarlett Johansson, Alia Bhatt, Robert De Niro",Spain,24-Oct-2024,2016,R,5 Seasons,Comedy,A comedy tv show available on Netflix.
s1412,Movie,Title 1412,David Wilson,"Scarlett Johansson, Aamir Khan, Chris Evans",South Korea,28-Jul-2019,1994,TV-14,137 min,"Drama, Horror","A drama, horror movie available on Netflix."
s1413,TV Show,Title 1413,Michael Brown,"Aamir Khan, Scarlett Johansson, Zendaya",Mexico,18-Feb-2015,2000,TV-14,2 Seasons,"Comedy, Action","A comedy, action tv show available on Netflix."
s1414,TV Show,Title 1414,David Wilson,"Aamir Khan, Zendaya, Emma Stone, Tom Holland",United Kingdom,5-Sep-2024,1992,G,1 Seasons,"Horror, Crime, Adventure","A horror, crime, adventure tv show available on Netflix."
s1415,TV Show,Title 1415,Sara Davis,"Scarlett Johansson, Millie Bobby Brown, Alia Bhatt, Emma Stone",Spain,9-Dec-2019,1996,R,1 Seasons,Thriller,A thriller tv show available on Netflix.
s1416,Movie,Title 1416,Michael Brown,"Ryan Reynolds, Robert De Niro, Alia Bhatt",France,26-Dec-2024,2009,PG,80 min,"Horror, Adventure","A horror, adventure movie available on Netflix."
s1417,TV Show,Title 1417,Michael Brown,"Aamir Khan, Emma Stone",United States,8-Jun-2024,2024,TV-PG,4 Seasons,"Comedy, Sci-Fi","A comedy, sci-fi tv show available on Netflix."
s1418,TV Show,Title 1418,John Smith,"Ryan Reynolds, Aamir Khan, Millie Bobby Brown",Canada,22-Dec-2022,2007,R,5 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s1419,Movie,Title 1419,Rachel Adams,"Scarlett Johansson, Aamir Khan, Zendaya",Germany,3-Feb-2016,2005,TV-PG,93 min,"Romance, Crime, Documentary","A romance, crime, documentary movie available on Netflix."
s1420,Movie,Title 1420,John Smith,"Millie Bobby Brown, Emma Stone",Germany,15-Oct-2017,2011,PG,96 min,"Adventure, Documentary, Sci-Fi","A adventure, documentary, sci-fi movie available on Netflix."
s1421,Movie,Title 1421,Ava Johnson,"Millie Bobby Brown, Scarlett Johansson",Canada,22-Mar-2015,2005,TV-14,169 min,"Thriller, Action","A thriller, action movie available on Netflix."
s1422,Movie,Title 1422,Rachel Adams,"Millie Bobby Brown, Ryan Reynolds, Zendaya",United Kingdom,12-Dec-2017,2009,TV-MA,81 min,Adventure,A adventure movie available on Netflix.
